あしからず,あしからず,나쁘게 생각 말아 주시오,N1
明日,あした,내일,N5
足元,あしもと,발밑,N3
味わい,あじわい,맛. 맛의 깊이. 풍미,N1
味わう,あじわう,맛보다. 음미하다,N3
明日,あす,내일(방송용어) ＝あした,N4
預かる,あずかる,맡다. 보관하다,N3
預ける,あずける,맡기다,N3
汗,あせ,땀,N4
あせる,あせる,(1G) 빛바래다. 퇴색하다,N1
焦る,あせる,(1G) 안달하다. 초조하게 굴다,N2
あそこ,あそこ,저기,N5
遊び,あそび,노는 일. 놀이,N4
遊ぶ,あそぶ,놀다,N5
値,あたい,값어치. 가치. 수치,N1
値する,あたいする,값하다. 가치가 있다.,N1
与える,あたえる,주다. 수여하다,N3
暖かい,あたたかい/温かい,따뜻하다,N5
暖まる,あたたまる/温まる,따뜻해지다. 훈훈해지다,N3
暖める,あたためる/温める,따뜻하게 하다. 데우다,N3
頭,あたま,머리,N5
新しい,あたらしい,새롭다,N5
当たり,あたり,맞음. 당첨.,N1
辺り,あたり,근처. 쯤,N2
当たり前,あたりまえ,당연함. 마땅함,N3
当たる,あたる,맞다. 적중하다,N2
あちこち,あちこち,여기저기,N2
あちら,あちら,저쪽,N5
あちらこちら,あちらこちら,여기저기,N2
厚い,あつい,두껍다. 두텁다,N4
暑い,あつい,덥다,N5
熱い,あつい,뜨겁다,N4
悪化,あっか,악화,N3
扱い,あつかい,취급. 다룸. 대우,N1
扱う,あつかう,다루다. 취급하다,N3
あつかましい,あつかましい,뻔뻔스럽다. 철면피하다,N2
あっけない,あっけない,싱겁다. 맥없다. 금방 끝나버리는…,N1
あっさり,あっさり,담박하게. 산뜻하게. 간단하게. 깨끗이,N1
圧縮,あっしゅく,압축,N2
斡旋,あっせん,알선,N1
あっち,あっち,저쪽,N4
圧倒,あっとう,압도,N1
圧迫,あっぱく,압박,N1
アップ,アップ,업,N1
集まり,あつまり,모임,N3
集まる,あつまる,모이다,N4
集める,あつめる,모으다,N4
あつらえる,あつらえる,양복 등을 맞추다. 주문하다,N1
圧力,あつりょく,압력,N1
当て,あて,목표. 기대. 방법. 수단,N1
当て字,あてじ,취음자. 차자,N1
あて名,あてな,수신인명,N2
当てはまる,あてはまる,꼭 들어맞다. 적합하다,N2
当てはめる,あてはめる,꼭 들어맞추다. 적용시키다,N2
当てる,あてる,맞히다. 명중시키다,N2
後,あと,(시간적으로)후. 나중,N5
跡,あと,흔적. 유적,N2
跡継ぎ,あとつぎ/後継ぎ,집안의 대를 이음. 후계자,N1
後回し,あとまわし,뒤로 미룸. 뒷전,N1
穴,あな,구멍. 구덩이,N2
アナウンサー,アナウンサー,아나운서,N4
あなた,あなた,당신,N5
兄,あに,(나의)형. 오빠,N5
姉,あね,(나의)누나. 언니,N5
あの,あの,저,N5
アパート,アパート,아파트,N5
暴れる,あばれる,난폭하게 굴다. 날뛰다,N2
浴びる,あびる,뒤집어쓰다. (샤워를) 하다,N5
危ない,あぶない,위험하다,N5
脂,あぶら,기름기,N2
油,あぶら,기름,N3
油絵,あぶらえ,유화,N1
アフリカ,アフリカ,아프리카,N4
あぶる,あぶる,(불에) 쬐어 굽다,N2
溢れる,あふれる,넘치다,N3
アプローチ,アプローチ,어프로치. 접근,N1
あべこべ,あべこべ,거꾸로. 반대. 뒤바뀜,N1
甘い,あまい,달다. 달콤하다,N5
甘える,あまえる,응석 부리다. 어리광 부리다,N1
雨具,あまぐ,우비,N1
甘口,あまくち,단맛. 단맛을 좋아함,N1
アマチュア,アマチュア,아마추어,N3
甘やかす,あまやかす,응석 부리게 하다. 얼러 키우다,N2
あまり,あまり,별로. 그다지(+부정문),N5
余り,あまり,남은 것. 나머지,N3
余る,あまる,남다 (어떤 기준 이상으로 남다),N2
網,あみ,그물. 망,N1
編,あみもの(み)物,뜨개질 또는 뜨개질한 것,N2
編む,あむ,엮다. 짜다. 뜨개질하다,N2
飴,あめ,엿. 캔디,N4
雨,あめ,비,N5
アメリカ,アメリカ,미국,N4
危うい,あやうい,위태롭다,N2
怪しい,あやしい,수상하다. 의심스럽다,N3
操る,あやつる,조종하다. 다루다,N1
危ぶむ,あやぶむ,위험스럽게 여기다. 위태로워하다,N1
あやふやな,あやふやな,불확실한. 모호한,N1
過ち,あやまち,실수. 과오,N2
誤り,あやまり,잘못. 틀림,N2
誤る,あやまる,그르치다. 실수하다. 실패하다,N1
謝る,あやまる,사과하다,N4
歩み,あゆみ,걸음. 보조. 경과,N1
歩む,あゆむ,걷다. 전진하다,N1
荒い,あらい/粗い,거칠다. 사납다. 난폭하다. 조잡하다,N2
洗う,あらう,씻다,N5
あらかじめ,あらかじめ,미리. 사전에,N1
嵐,あらし,폭풍. 폭풍우,N2
荒らす,あらす,황폐케 하다. 휩쓸다,N1
あらすじ,あらすじ,대충의 줄거리. 개요,N2
争い,あらそい,다툼. 싸움. 분쟁,N1
争う,あらそう,다투다. 싸우다. 경쟁하다,N2
新たな,あらたな,새로운. 새로 시작한,N2
改まる,あらたまる,고쳐지다. 변경되다. 정색하다. 격식을 차리다,N1
改めて,あらためて,딴 기회에. 새롭게,N2
改める,あらためる,고치다. 변경하다,N2
荒っぽい,あらっぽい,난폭하다. 거칠다,N1
アラブ,アラブ,아랍,N1
あらゆる,あらゆる,모든. 온갖. 일체의,N2
あられ,あられ,싸라기눈. 주사위 모양의 쌀과자,N1
現,あらわす(わ)す,(모습을) 드러내다. 나타내다,N2
著,あらわす(わ)す,저술하다,N2
表,あらわす(わ)す,(뜻을) 나타내다. 표현하다,N3
現,あらわれる(わ)れる,(모습이) 나타나다. 출현하다,N3
ありがたい,ありがたい,고맙다,N3
ありがとうございます,ありがとうございます,감사합니다,N5
有,ありさま(り)様,모양. 상태,N1
ありのまま,ありのまま,있는 그대로. 실제대로. 사실대로,N1
ありふれる,ありふれる,어디에나 있다. 흔하다. 지천으로 있다,N1
ある,ある,어떤. 어느,N2
ある,ある,있다,N5
あるいは,あるいは,혹은. 또는,N2
アルカリ,アルカリ,알칼리,N1
歩く,あるく,걷다,N5
アルコール,アルコール,알코올,N4
アルバイト,アルバイト,아르바이트,N4
アルバム,アルバム,앨범,N3
アルミ,アルミ,→アルミニウム 알루미늄,N1
あれ,あれ,저것,N5
あれこれ,あれこれ,이것저것. 여러 가지로,N3
荒れる,あれる,거칠어지다. 난폭하게 굴다,N2
泡,あわ,거품,N3
アワー,アワー,아워,N1
合わす,あわす,맞추다 ＝あわせる[合わせる],N1
合わせる,あわせる,맞게 하다. 맞추어 보다. 합하다,N3
慌ただしい,あわただしい,어수선하다. 분주하다,N2
慌てる,あわてる,당황하다. 황급히 굴다. 허둥대다,N3
哀れな,あわれな,불쌍한. 가련한,N2
案,あん,안. 안건,N2
安易な,あんいな,안이한,N3
案外,あんがい,뜻밖에도. 예상 외로,N3
暗記,あんき,암기,N3
アンケート,アンケート,앙케트,N3
アンコール,アンコール,앙코르,N1
暗殺,あんさつ,암살,N1
暗算,あんざん,암산,N1
暗示,あんじ,암시,N1
案じる,あんじる,걱정하다. 근심하다,N1
安心,あんしん,안심,N4
安静,あんせい,안정,N1
安全な,あんぜんな,안전한,N4
安定,あんてい,안정,N2
アンテナ,アンテナ,안테나,N3
あんな,あんな,저런,N5
案内,あんない,안내,N4
あんなに,あんなに,저렇게(도). 저렇게(까지),N4
案の定,あんのじょう,생각한 대로. 예측대로. 아니나다를까,N1
あんまり,あんまり,그다지. 별로 ＝あまり,N2
意,い,마음. 생각. 내용. 뜻,N1
い-,異-,이- (different),N2
胃,い,위,N2
いい,いい,좋다,N5
いいえ,いいえ,아니오,N5
いい加減な,いいかげんな,적당히 하는. 건성으로 하는. 무책임한,N3
言い出す,いいだす,말을 꺼내다. 말을 시작하다,N3
言いつける,いいつける,분부하다. 명령하다. 고자질하다. 일러주다,N2
言,いいわけ(い)訳,변명. 핑계,N1
委員,いいん,위원,N2
医院,いいん,의원,N1
いう/ゆう,言う,말하다,N5
家,いえ,집,N5
家出,いえで,가출. 집을 나감,N1
以下,いか,이하,N4
以外,いがい,이외. 그 밖,N4
意外な,いがいな,의외의. 뜻밖의,N2
いかがですか,いかがですか,どうですか보다 공손한 말. 어떻습니까,N4
医学,いがく,의학,N4
生かす,いかす,살리다. 살려 두다,N1
いかに,いかに,어떻게. 어떤 방법으로. 아무리,N1
いかにも,いかにも,자못. 정말이지. 매우. 과연,N1
怒り,いかり,분노,N3
意義,いぎ,의의,N3
異議,いぎ,이의,N1
息,いき,숨. 호흡,N2
いきいきと,いきいきと,생생하게. 싱싱하게. 생기가 넘치게,N3
勢い,いきおい,기세. 기운,N3
生きがい,いきがい,사는 보람,N1
意気込む,いきごむ,분발하다. 벼르다,N1
行き違い,いきちがい,→ゆきちがい,N1
粋な,いきな,세련되고 운치와 매력이 있는,N1
いきなり,いきなり,갑자기. 돌연. 느닷없이,N3
生き物,いきもの,생물,N3
生きる,いきる,삶을 살아가다. 생존하다,N4
行く,いく,가다,N5
育児,いくじ,육아,N3
育成,いくせい,육성,N1
幾多の,いくたの,수많은,N1
いくつ,いくつ,몇. 몇개. 몇살,N5
幾分,いくぶん,어느 정도,N2
いくら,いくら,얼마,N5
池,いけ,연못,N4
いけない,いけない,좋지 않다. 나쁘다. 바람직하지 않다,N2
生け花,いけばな,꽃꽂이,N2
生ける,いける,꽃꽂이를 하다,N1
意見,いけん,의견,N4
異見,いけん,이견. 다른 의견,N1
以後,いご,이후,N3
以降,いこう,이후,N2
意向,いこう,의향,N1
移行,いこう,이행. 바뀜,N1
イコール,イコール,등호. 같음. 동등함,N3
いざ,いざ,자. 그럼,N1
勇ましい,いさましい,용맹하다. 씩씩하다,N3
意志,いし,의지,N2
意思,いし,의사,N2
意地,いじ,고집,N1
維持,いじ,유지,N2
医師,いし,의사 ＝いしゃ,N3
石,いし,돌,N4
意識,いしき,의식,N2
いじめる,いじめる,괴롭히다,N4
医者,いしゃ,의사,N5
移住,いじゅう,이주,N1
以上,いじょう,이상,N4
衣装,いしょう,의상,N1
異常な,いじょうな,이상한. 보통이 아닌,N2
衣食住,いしょくじゅう,의식주,N2
いじる,いじる,(1G) 주무르다. 만지작거리다,N1
意地悪な,いじわるな,심술궂은. 짓궂은,N3
椅子,いす,의자,N5
泉,いずみ,샘,N2
いずれ,いずれ,부정칭의 지시 대명사. 어느(것). (부사적으로) 얼마 안 있어. 언젠가,N2
異性,いせい,이성,N1
遺跡,いせき,유적,N1
以前,いぜん,이전,N3
依然,いぜん,여전히,N1
依然として,いぜんとして,여전히,N1
忙しい,いそがしい,바쁘다,N5
急ぐ,いそぐ,서두르다,N4
板,いた,판. 판자,N3
痛い,いたい,아프다,N5
偉大な,いだいな,위대한,N2
委託,いたく,위탁,N1
抱く,いだく,(어떤 감정을) 안다. 품다,N2
致す,いたす,する의 낮춤말. 해드리다,N4
いたずらな,いたずらな,장난을 치는. 못된. 짓궂은,N2
頂,いただき,정상. 꼭대기 ＝てっぺん,N1
いただきます,いただきます,잘 먹겠습니다,N5
頂く,いただく,食べる・飲む・もらう의 낮춤말. 먹다. 마시다. 받다,N4
至って,いたって,극히. 매우. 대단히,N1
痛み,いたみ,아픔,N3
痛める,いためる/傷める,아프게 하다. 고통을 주다. 상하게 하다. 다치다,N1
炒める,いためる,기름에 볶다. 지지다,N3
至る,いたる,이르다. 도달하다,N2
いたわる,いたわる,친절하게 돌보다. 위로하다,N1
位置,いち,위치,N2
一,いち,일. 하나,N5
市,いち,저자. 시장,N1
一々,いちいち,일일이. 하나하나,N4
一応,いちおう,일단. 어떻든,N2
一概に,いちがいに,일률적으로. 일괄적으로,N1
著しい,いちじるしい,현저하다. 두드러지다,N1
一度,いちど,한번,N4
一同,いちどう,일동,N1
一度に,いちどに,일시에. 단번에. 한꺼번에,N2
一日,いちにち,하루 (기간),N5
市場,いちば,시장,N3
一番,いちばん,일번. 첫째. 가장. 제일,N5
一部分,いちぶぶん,일부분,N1
一面,いちめん,일면. 한쪽 면,N1
一目,いちもく,일목. 한번 봄,N1
一様に,いちように,한결같이. 똑같이,N1
一律に,いちりつに,일률적으로,N1
一流,いちりゅう,일류,N2
一連,いちれん,일련,N1
いつ,いつ,언제,N5
いつか,いつか,언젠가,N4
一家,いっか,일가,N2
五日,いつか,5일,N5
一括,いっかつ,일괄,N1
一気に,いっきに,단숨에,N1
一挙に,いっきょに,일거에. 단번에,N1
一見,いっけん,일견. 얼핏 보기에는,N1
一切,いっさい,일체. 일절. 전혀,N1
一種,いっしゅ,일종,N2
一週間,いっしゅうかん,일주일,N5
一瞬,いっしゅん,한순간,N2
一生,いっしょう,일생,N3
一生懸命,いっしょうけんめい,열심히,N4
いっしょに,いっしょに,같이. 함께,N5
一心,いっしん,일심. 한 가지 일에 마음을 집중함,N1
一斉に,いっせいに,일제히,N3
いっそ,いっそ,도리어. 차라리,N1
一層,いっそう,한층 더. 더욱 더,N2
一体,いったい,도대체,N4
一帯,いったい,일대. 일원,N1
一旦,いったん,일단. 잠시,N2
一致,いっち,일치,N2
五つ,いつつ,다섯 개,N5
一定,いってい,일정함,N2
いってきます,いってきます,다녀오겠습니다,N4
いってらっしゃい,いってらっしゃい,다녀오세요,N4
一杯,いっぱい,가득. 한잔,N4
一般的な,いっぱんてきな,일반적인,N2
一変,いっぺん,일변,N1
一方,いっぽう,한쪽. 한편,N2
一方的な,いっぽうてきな,일방적인,N2
いつまでも,いつまでも,언제까지나. 영원히,N2
いつも,いつも,언제나.늘,N5
移転,いてん,이전. 이사,N2
意図,いと,의도,N1
緯度,いど,위도,N2
井戸,いど,우물,N2
糸,いと,실,N4
異動,いどう,이동 (지위 직책의 변동),N1
移動,いどう,이동,N2
いとこ,いとこ,사촌,N3
営む,いとなむ,경영하다,N1
挑む,いどむ,도전하다,N1
以内,いない,이내,N4
田舎,いなか,시골,N4
稲妻,いなずま,번개,N1
稲光,いなびかり,번개 ＝いなずま,N1
犬,いぬ,개,N5
稲,いね,벼,N2
居眠り,いねむり,앉아서 조는 일. 졸음. 말뚝잠,N3
命,いのち,목숨. 생명,N4
祈り,いのり,기도,N1
祈る,いのる,빌다. 기도하다,N4
威張る,いばる,뽐내다. 거만하게 굴다. 으스대다,N2
違反,いはん,위반,N3
いびき,いびき,코고는 소리,N1
衣服,いふく,의복. 옷,N2
居間,いま,거실,N4
今,いま,지금,N5
今更,いまさら,이제 와서. 새삼스럽게,N1
いまだ(に),いまだ(に),아직,N1
今に,いまに,곧. 조만간. 머지않아. 언젠가,N2
意味,いみ,의미. 뜻,N5
移民,いみん,이민,N1
イメージ,イメージ,이미지,N3
妹,いもうと,여동생,N5
嫌がる,いやがる,싫어하다,N3
卑しい,いやしい,천하다,N1
嫌な,いやな,싫은,N5
いやに,いやに,되게. 묘하게. 이상하게,N1
嫌らしい,いやらしい,불쾌한 느낌이 들다. 야하다,N1
いよいよ,いよいよ,드디어,N2
意欲,いよく,의욕,N1
以来,いらい,이래. 이후,N2
依頼,いらい,의뢰. 부탁,N1
いらいら,いらいら,신경질남. 짜증남,N3
いらっしゃいませ,いらっしゃいませ,어서 오십시오,N5
いらっしゃる,いらっしゃる,行く・来る・いる의 높임말. 가시다. 오시다. 계시다,N4
入口,いりぐち,입구,N5
衣料,いりょう,의료. 의복의 재료,N1
医療,いりょう,의료,N3
威力,いりょく,위력,N1
いる,いる,(사람이나 동물이) 있다,N5
煎る,いる,(1G) (콩 등을 기름 없이) 볶다,N2
要る,いる,(1G) 필요하다,N5
衣類,いるい,의류,N1
入れ物,いれもの,용기. 그릇,N2
入れる,いれる,넣다,N5
色,いろ,색,N5
色々,いろいろ,여러 가지로,N5
色々な,いろいろな,여러가지의,N5
異論,いろん,이론. 이의,N1
岩,いわ,바위,N3
祝,いわい(い),축하. 축하 행사. 축하 선물,N2
祝う,いわう,축하하다. 축복하다,N4
言わば,いわば,말하자면. 비유해서 말한다면,N2
いわゆる,いわゆる,소위. 이른바,N2
印鑑,いんかん,인감. 도장,N1
インキ,インキ,잉크 ＝インク,N2
陰気な,いんきな,음침한,N1
隠居,いんきょ,은거. 정년 퇴직후의 노인,N1
インク,インク,잉크 ＝インキ,N3
印刷,いんさつ,인쇄,N2
印象,いんしょう,인상,N3
インターチェンジ,インターチェンジ,인터체인지. IC,N1
インターナショナル,インターナショナル,인터내셔널,N1
引退,いんたい,은퇴,N2
インタビュー,インタビュー,인터뷰,N3
インテリ,インテリ,인텔리,N1
インフォメーション,インフォメーション,인포메이션,N1
インフレ,インフレ,인플레 →インフレーション,N1
引用,いんよう,인용,N2
引力,いんりょく,인력,N2
ウイスキー,ウイスキー,위스키,N2
ウイルス,ウイルス,바이러스,N1
ウーマン,ウーマン,우먼. 여자,N2
ウール,ウール,울. 양털 ＝ようもう[羊毛],N2
上,うえ,위,N5
ウエートレス,ウエートレス,웨이트리스. 여자 종업원,N2
植木,うえき,정원수. 분재. 나무를 심는 일,N2
飢える,うえる,굶주리다,N2
植える,うえる,심다,N4
うがい,うがい,양치질,N2
うかがう,うかがう,엿보다,N2
伺う,うかがう,聞く・訪ねる의 낮춤말. 여쭙다. 찾아뵙다,N4
浮かぶ,うかぶ,뜨다,N2
浮かべる,うかべる,뜨게 하다. 띄우다. 떠올리다,N3
受かる,うかる,합격되다,N3
浮く,うく,뜨다,N3
受け入れる,うけいれる,받아들이다,N1
承る,うけたまわる,聞く 受ける 承知する의 낮춤말. 삼가 듣다. 용건 부탁 등을,N2
受け継ぐ,うけつぐ,계승하다. 이어 받다,N1
受付,うけつけ,접수. 접수처,N4
受け付ける,うけつける,접수하다,N1
受け止める,うけとめる,받아내다. 받아들이다,N1
受け取り,うけとり,수취. 받음,N2
受け取る,うけとる,수취하다. 받다,N3
受,うけみ(け)身,수동태,N1
受,うけもち(け)持ち,담당함. 담당한 일. 담임,N1
受け持つ,うけもつ,맡다. 담당하다,N1
受ける,うける,(추상적인 것을) 받다,N4
動かす,うごかす,-를 움직이다,N4
動き,うごき,움직임,N1
動く,うごく,-가 움직이다,N4
うさぎ,うさぎ,토끼,N3
牛,うし,소,N3
失う,うしなう,잃다. 잃어버리다,N2
後ろ,うしろ,뒤. 뒤쪽,N5
渦,うず,소용돌이. 와중,N1
薄い,うすい,얇다. 엷다. 싱겁다,N4
薄暗い,うすぐらい,좀 어둡다. 어스레하다. 어둑어둑하다,N2
薄める,うすめる,엷게 하다. 희석시키다,N2
埋める,うずめる,묻다. 매장하다. 메우다,N1
嘘,うそ,거짓말,N4
嘘つき,うそつき,거짓말쟁이,N1
歌,うた,노래,N5
歌う,うたう,노래 부르다,N5
疑う,うたがう,의심하다,N2
うたた寝,うたたね,선잠. 얕은 잠,N1
うち,うち,저희(집). 우리(집),N4
打ち明ける,うちあける,숨김없이 이야기하다. 털어 놓고 이야기하다,N1
打ち合わせ,うちあわせ,(미리 하는) 협의. 회의,N2
打ち切る,うちきる,(1G) 중지하다. 중단하다,N1
打,うちけし(ち)消し,부정하는 일,N1
打ち消す,うちけす,부정하다. 부인하다,N2
打ち込む,うちこむ,박아 넣다. 쳐서 박다. 열중하다. 몰두하다,N1
団扇,うちわ,부채,N1
内訳,うちわけ,내역. 명세,N1
撃つ,うつ,총을 쏘다. 공격하다,N2
打つ,うつ,치다. 때리다. 두드리다,N4
討つ,うつ,베어 죽이다. 토벌하다,N2
うっかり,うっかり,무심코. 멍청히. 깜박 (+잊다),N3
美しい,うつくしい,아름답다,N4
写し,うつし,찍음. 베낌. 사본,N1
移す,うつす,옮기다. 자리를 바꾸다,N3
映す,うつす,비치게 하다. 투영하다,N3
写す,うつす,베끼다. 묘사하다. (사진을) 찍다,N4
訴え,うったえ,호소. 소송,N1
訴える,うったえる,호소하다. 소송을 걸다,N2
うっとうしい,うっとうしい,음울하다. 마음이 개운치 않다. 성가시다,N1
うつむく,うつむく,머리를 숙이다. 고개를 숙이다,N1
移る,うつる,옮겨지다. 이동되다,N3
映る,うつる,반영되다. 비치다,N3
写る,うつる,찍히다 →うつす[写す] (N4),N3
うつろな,うつろな,얼빠진,N1
器,うつわ,그릇. 용기,N1
腕,うで,팔,N4
腕前,うでまえ,솜씨. 역량. 실력,N1
雨天,うてん,우천. 비오는 날,N1
うどん,うどん,우동,N5
促す,うながす,재촉하다. 독촉하다,N1
うなずく,うなずく,수긍하다. 끄덕이다,N2
うなる,うなる,웅웅 소리를 내다. 또는 그런 소리가 나다,N2
うぬぼれる,うぬぼれる,(실력 이상으로)자만하다. 자부하다,N1
奪う,うばう,빼앗다. 빼앗아 가다,N2
馬,うま,말,N3
うまい,うまい,맛있다. 잘하다,N4
埋まる,うまる,메워지다,N3
生まれ,うまれ,출생. 출신,N3
生,うまれつき(ま)れ付き,태어나서부터. 선천적으로. 천성으로,N1
生まれる,うまれる,태어나다,N5
海,うみ,바다,N5
有無,うむ,유무,N2
梅,うめ,매화나무. 매실,N3
梅干,うめぼし(し),매실 장아찌,N1
埋める,うめる,묻다. 메우다,N3
敬う,うやまう,존경하다. 숭상하다,N2
裏,うら,뒷면,N4
裏返し,うらがえし,뒤집음. 뒤집혀 있음,N1
裏返す,うらがえす,뒤집다,N2
裏切る,うらぎる,(1G) 배신하다,N2
裏口,うらぐち,뒷문,N2
占う,うらなう,점치다,N2
恨み,うらみ,원한. 앙심,N2
恨む,うらむ,원망하다,N2
うらやましい,うらやましい,부럽다,N3
羨む,うらやむ,부러워하다. 샘하다,N2
売り上げ,うりあげ,매상,N3
売り切れ,うりきれ,품절. 매진,N3
売り切れる,うりきれる,다 팔리다. 매진되다,N2
売,うりだし(り)出(し),팔기 시작함. 매출. 판매,N1
売り出す,うりだす,팔기 시작하다. 대대적으로 팔다,N1
売,うりば(り)場,파는 곳. 매장,N4
うる,-得る,＝-しえる.,N2
売る,うる,팔다,N5
潤う,うるおう,습기를 띠다. 축축해지다. 풍부해지다,N1
うるさい,うるさい,시끄럽다,N5
うれしい,うれしい,기쁘다,N4
売れ行き,うれゆき,팔리는 상태. 팔림새,N2
売れる,うれる,팔리다,N3
うろうろ,うろうろ,어정버정. 허둥지둥,N3
上着,うわぎ,겉옷. 내복 위에 입는 옷,N5
浮気,うわき,바람기. 바람피움,N1
うわさ,うわさ,소문,N3
上回る,うわまわる,상회하다. 많아지다,N1
運,うん,운. 운수,N4
運営,うんえい,운영,N1
運河,うんが,운하,N3
うんざり,うんざり,진절머리가 남. 지긋지긋함. 싫증남,N1
運送,うんそう,운송,N1
運賃,うんちん,운임. 교통 요금,N3
運転,うんてん,운전,N4
運転手,うんてんしゅ,운전 기사,N4
うんと,うんと,매우. 썩. 아주. 훨씬,N2
運動,うんどう,운동,N4
云云,うんぬん,운운,N1
運搬,うんぱん,운반,N1
運命,うんめい,운명,N1
運輸,うんゆ,운수. 수송,N1
運用,うんよう,운용,N1
絵,え,그림,N5
柄,え,자루. 손잡이,N1
エアメール,エアメール,에어 메일. 항공 우편,N1
永遠,えいえん,영원,N3
映画,えいが,영화,N4
永久に,えいきゅうに,영구히. 영원히,N2
営業,えいぎょう,영업,N4
影響,えいきょう,영향,N2
英語,えいご,영어,N5
英字,えいじ,영자. 영문,N1
映写,えいしゃ,영사,N1
衛星,えいせい,위성,N2
映像,えいぞう,영상,N1
英文,えいぶん,영문,N3
英雄,えいゆう,영웅,N1
栄養,えいよう,영양,N3
英和辞典,えいわじてん,영일사전,N2
ええ,ええ,네. 예,N4
笑顔,えがお,미소,N3
描く,えがく,그리다. 묘사하다,N2
液,えき,액. 즙,N1
駅,えき,역,N5
液体,えきたい,액체,N2
餌,えさ,먹이. 사료. 미끼,N2
エスカレーター,エスカレーター,에스컬레이터,N4
枝,えだ,가지,N4
エチケット,エチケット,에티켓. 예의범절,N2
閲覧,えつらん,열람,N1
エネルギー,エネルギー,에너지,N3
絵の具,えのぐ,그림물감,N2
エプロン,エプロン,앞치마,N2
獲物,えもの,수렵물. 어획물. 전리품. 빼앗은 것,N1
偉い,えらい,훌륭하다. 장하다. 지위 신분이 높다,N2
選ぶ,えらぶ,고르다. 뽑다. 선택하다,N4
襟,えり,옷깃,N1
える,-得る,… 수 있다,N2
得る,える,얻다. 획득하다,N3
エレガントな,エレガントな,엘리건트. 우아한. 고상한,N1
エレベーター,エレベーター,엘리베이터. 승강기,N5
えん,-円,엔(일본 화폐 단위),N5
えん,-園,-원 (garden),N2
縁,えん,인연,N1
円滑な,えんかつな,원활한,N1
縁側,えんがわ,툇마루,N1
沿岸,えんがん,연안,N1
延期,えんき,연기 (늦추는 일),N2
演技,えんぎ,연기 (겉으로 꾸민 짓),N2
婉曲な,えんきょくな,완곡한,N1
園芸,えんげい,원예,N2
演劇,えんげき,연극,N3
